run_id,seed,iteration,profile,target,method,n_coalitions,expected_value,predicted_value,dominant_feature,dominant_label,dominant_value,action,mode,fraction,feature_alpha,feature_beta,feature_danger_signal,feature_safety_signal,feature_diversity,feature_iteration,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
10,1243,224,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.2533333333333333,0.07822825945178391,0.6228113665226203,0.16806129568301287,0.09371198043766367,0.7466666666666667,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.4971214075885036,0.5820508136039313,0.197037940724778,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,77,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7433333333333334,0.919334075010081,0.609347261007706,0.08258840721377203,0.22284032425396283,0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,114,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.62,0.7685247834990176,0.532968066314687,0.7176916590986534,0.00748486665186074,0.38,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,150,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.5,0.5,0.31159703559137963,0.20894791122746137,0.09727340703725033,0.5,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,187,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3766666666666667,0.22559854698572146,0.32438612933764854,0.36522246810347436,0.09476126700514219,0.6233333333333333,0.0,0.0,0.0,0.0,0.0,0.0
11,1244,224,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.2533333333333333,0.07822825945178391,0.5379965553602717,0.023571634149652132,0.10685132919677641,0.7466666666666667,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.8456405891309164,0.1473838105217311,0.007657299381393711,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,76,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7466666666666666,0.921771740548216,0.4730499760850187,0.6600810712930799,0.21878537418573799,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,113,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.6233333333333333,0.7744014530142785,0.5890407171944481,0.9547309057300386,0.2015133435536262,0.37666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,158,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.4733333333333334,0.43372560580456077,0.5451021168169422,0.016421963465389156,0.19267424906382383,0.5266666666666666,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,195,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.35,0.18242552380635635,0.6548185615032731,0.4484015318952439,0.0068476986887188495,0.65,0.0,0.0,0.0,0.0,0.0,0.0
12,1245,231,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.22999999999999998,0.0629733560569965,0.5782414397172677,0.4265705449074353,0.17455176127868333,0.77,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.2880022271079088,0.6264515492750488,0.11094858573245643,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,77,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7433333333333334,0.919334075010081,0.6562996773728842,0.15227286660600925,0.23872014462598823,0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,114,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.62,0.7685247834990176,0.28048754516188146,0.9399060788938935,0.22394633213051976,0.38,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,151,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.4966666666666667,0.49166743818588066,0.5408100418707105,0.13284922207055871,0.12361717685925051,0.5033333333333333,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,188,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3733333333333333,0.21982839774068252,0.32004089074902725,0.1984263926712827,0.21686597322386306,0.6266666666666667,0.0,0.0,0.0,0.0,0.0,0.0
13,1246,225,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.25,0.07585818002124345,0.523592510079001,0.32126063865066556,0.23433410545102235,0.75,0.0,0.0,0.0,0.0,0.0,0.0
14,1247,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,91.0,95.0,danger_signal,Senal de peligro,2.7666666666666666,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.16128266583237716,0.21575538747567147,0.007453271010081143,0.13333333333333333,-0.39999999999999997,0.0,2.7666666666666666,-0.23333333333333334,2.433333333333333,-0.5666666666666667
14,1247,76,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7466666666666666,0.921771740548216,0.1931545557833801,0.9465900272744592,0.20723755160527488,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
14,1247,113,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.6233333333333333,0.7744014530142785,0.29344500683320207,0.9970201044813104,0.04053521171292711,0.37666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
14,1247,150,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.5,0.5,0.3162836202706354,0.4412851494829839,0.2023245741247377,0.5,0.0,0.0,0.0,0.0,0.0,0.0
14,1247,187,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3766666666666667,0.22559854698572146,0.3902236511232867,0.8054678601796945,0.1864314680568656,0.6233333333333333,0.0,0.0,0.0,0.0,0.0,0.0
